AuthorId,RecipeId,Rating,Like
1015739D,122968,2.0,1
1015772B,53660,2.0,0
1015788A,56103,2.0,0
101604D,12410,2.0,0
1016261E,205790,2.0,0
1016344E,487283,2.0,0
1016395D,25685,2.0,0
1016395D,30745,2.0,0
1016395D,38584,2.0,0
1016395D,51140,2.0,1
1016549A,202799,2.0,0
1016549A,8500,2.0,0
1016549A,218589,2.0,0
1016549A,18185,2.0,0
1016552A,114524,2.0,0
1016580C,250506,2.0,0
1016584E,107142,2.0,0
1016585E,141301,2.0,0
1016626B,11474,2.0,0
1016635E,33652,2.0,0
10167558C,73166,2.0,0
10167558C,9267,2.0,1
101687D,156427,2.0,1
1016897E,466209,2.0,0
1017242C,21026,2.0,1
101730D,281722,2.0,1
1017428A,20755,2.0,0
10174345A,95442,2.0,1
1017495D,190414,2.0,0
1017495D,172789,2.0,0
1017495D,1005,2.0,0
10175C,121267,2.0,0
101764A,14569,2.0,0
101764A,95222,2.0,0
101764A,127444,2.0,0
101764A,46922,2.0,0
1017784C,359725,2.0,0
1017784C,86875,2.0,0
1017794C,632,2.0,0
1017908E,248951,2.0,1
1017960A,83192,2.0,1
1017982A,365667,2.0,0
1017992D,179361,2.0,0
101801B,514605,2.0,0
1018055B,167055,2.0,0
1018155B,16570,2.0,0
1018174B,108310,2.0,0
101819C,172362,2.0,0
101826D,481547,2.0,0
101828D,243293,2.0,0
101828D,61632,2.0,0
101828D,248969,2.0,0
101828D,290078,2.0,0
101828D,61358,2.0,0
101828D,102759,2.0,0
101828D,271139,2.0,0
101828D,229606,2.0,0
101828D,231794,2.0,0
101828D,116230,2.0,0
101828D,243271,2.0,0
101828D,207553,2.0,0
101828D,90676,2.0,0
101828D,242099,2.0,0
101828D,70725,2.0,0
101828D,63553,2.0,0
101828D,222519,2.0,0
101828D,149110,2.0,0
101828D,324623,2.0,0
101828D,330056,2.0,0
101828D,31336,2.0,0
101828D,28603,2.0,0
101828D,283110,2.0,0
101828D,212183,2.0,0
101828D,43689,2.0,0
101828D,195890,2.0,0
101828D,179783,2.0,0
101828D,256392,2.0,0
101828D,106704,2.0,0
101828D,117321,2.0,0
101828D,291506,2.0,0
101828D,133112,2.0,0
101828D,291422,2.0,0
101828D,98867,2.0,0
101828D,227756,2.0,0
101828D,179476,2.0,0
101828D,191570,2.0,0
101828D,266894,2.0,0
101828D,304851,2.0,0
101828D,80960,2.0,0
101828D,222915,2.0,1
101828D,205276,2.0,1
101828D,180182,2.0,1
101828D,381369,2.0,1
101828D,170329,2.0,1
101828D,219820,2.0,1
101828D,219052,2.0,1
101828D,259587,2.0,1
1018562D,75106,2.0,0
1018707A,59510,2.0,0
1018786C,96710,2.0,0
1018800E,43049,2.0,0
1018804C,132052,2.0,1
1018823D,267528,2.0,0
1018843E,68424,2.0,0
1018990C,8814,2.0,0
1019087A,371492,2.0,1
1019147C,92244,2.0,0
1019171E,501742,2.0,1
1019234E,220316,2.0,0
1019234E,170102,2.0,0
1019234E,174895,2.0,0
1019234E,218343,2.0,0
1019632B,92485,2.0,0
1019632B,172700,2.0,0
1019632B,144262,2.0,0
1019632B,133579,2.0,0
1019632B,154477,2.0,0
1019632B,101476,2.0,0
1019632B,25431,2.0,0
1019632B,131895,2.0,0
1019632B,136864,2.0,0
1019632B,92337,2.0,0
1019632B,137962,2.0,0
1019632B,131168,2.0,0
1019632B,134237,2.0,0
1019632B,7670,2.0,0
1019632B,118796,2.0,0
1019632B,138112,2.0,0
1019632B,197590,2.0,0
1019632B,161971,2.0,0
1019632B,21497,2.0,0
1019632B,108344,2.0,0
1019632B,246875,2.0,0
1019632B,243420,2.0,0
1019632B,29561,2.0,1
1019632B,132764,2.0,1
1019632B,124213,2.0,1
1019632B,134185,2.0,1
1019632B,127690,2.0,1
1019632B,135459,2.0,1
1019632B,63557,2.0,1
1019632B,115110,2.0,1
1019691B,451094,2.0,0
1019804B,81367,2.0,0
1019804B,295554,2.0,0
101989E,224363,2.0,0
1019969D,116851,2.0,0
1019969D,29400,2.0,0
1020008D,41218,2.0,0
1020008D,279941,2.0,0
1020008D,27520,2.0,0
1020008D,489475,2.0,0
1020008D,443593,2.0,1
1020090B,257108,2.0,0
1020139C,37331,2.0,0
1020139C,79914,2.0,0
1020139C,130144,2.0,0
1020139C,189317,2.0,0
1020139C,220419,2.0,0
1020139C,199801,2.0,0
1020139C,145830,2.0,0
1020139C,276202,2.0,0
1020139C,156833,2.0,0
1020139C,201142,2.0,0
1020139C,118617,2.0,0
1020139C,198914,2.0,0
1020139C,92399,2.0,0
1020139C,37495,2.0,0
1020139C,199900,2.0,0
1020139C,175499,2.0,0
1020139C,187531,2.0,0
1020139C,151146,2.0,0
1020153C,373245,2.0,0
1020153C,395399,2.0,0
1020153C,53914,2.0,0
1020153C,320838,2.0,0
1020153C,229496,2.0,0
1020153C,405787,2.0,0
1020153C,319291,2.0,0
1020153C,322497,2.0,0
1020153C,9130,2.0,0
1020153C,204210,2.0,0
1020153C,185373,2.0,0
1020153C,41721,2.0,0
1020153C,387499,2.0,0
1020153C,8995,2.0,0
1020153C,460509,2.0,0
1020153C,354702,2.0,0
1020153C,222258,2.0,0
1020153C,149723,2.0,0
1020153C,232722,2.0,0
1020153C,182102,2.0,0
1020153C,413122,2.0,0
1020153C,19227,2.0,0
1020153C,238971,2.0,0
1020153C,425860,2.0,0
1020153C,428754,2.0,0
1020153C,428609,2.0,0
1020153C,159277,2.0,0
1020153C,428671,2.0,1
1020153C,292502,2.0,1
1020153C,325457,2.0,1
1020264B,110734,2.0,0
1020349B,52672,2.0,0
1020349B,8782,2.0,0
1020349B,41352,2.0,1
1020416E,420398,2.0,0
1020417B,393491,2.0,1
1020525D,253918,2.0,0
102054C,339905,2.0,0
102058B,268428,2.0,0
102058B,57284,2.0,0
102058B,152770,2.0,0
102058B,226650,2.0,0
102058B,267632,2.0,0
102058B,233104,2.0,0
102058B,144195,2.0,0
102058B,282909,2.0,0
102058B,306844,2.0,0
102058B,133300,2.0,0
102058B,310244,2.0,0
102058B,74251,2.0,0
102058B,186401,2.0,0
102058B,17954,2.0,0
102058B,333404,2.0,0
102058B,99939,2.0,0
102058B,174601,2.0,0
102058B,35177,2.0,0
102058B,282568,2.0,0
102058B,396768,2.0,0
102058B,219605,2.0,0
102058B,289140,2.0,0
102058B,93429,2.0,0
102058B,307396,2.0,0
102058B,244178,2.0,0
102058B,144709,2.0,0
102058B,206696,2.0,0
102058B,104975,2.0,0
102058B,14967,2.0,0
102058B,58419,2.0,0
102058B,8782,2.0,0
102058B,59249,2.0,0
102058B,266872,2.0,1
102058B,274822,2.0,1
1020786E,318406,2.0,0
102081E,8337,2.0,0
102081E,63465,2.0,0
102081E,42456,2.0,0
1020912C,395228,2.0,0
1020912C,172692,2.0,0
1020912C,171502,2.0,0
1020912C,294687,2.0,0
1020912C,404662,2.0,0
1020912C,340645,2.0,0
1021068D,150863,2.0,0
1021068D,129926,2.0,0
1021227E,26863,2.0,0
1021308D,31422,2.0,0
102135C,14337,2.0,0
1021393A,33919,2.0,0
1021453C,53761,2.0,0
1021463C,19859,2.0,0
1021554C,42094,2.0,1
1021712E,126611,2.0,0
1021712E,53914,2.0,0
1021712E,173585,2.0,0
1021712E,160564,2.0,0
1021746E,58210,2.0,0
102185E,192083,2.0,0
1021907E,42918,2.0,0
1021907E,93732,2.0,0
1021907E,96138,2.0,0
1021907E,66218,2.0,0
1021907E,20132,2.0,0
1021907E,175079,2.0,0
1021907E,93747,2.0,0
1021907E,21342,2.0,0
1021907E,17140,2.0,0
1021907E,427554,2.0,0
1021907E,114965,2.0,0
1021907E,111666,2.0,0
1021907E,251214,2.0,0
1021907E,284810,2.0,0
1021913C,192200,2.0,0
1021913C,153569,2.0,0
1021917D,267289,2.0,0
1021990D,182035,2.0,1
1022082C,14872,2.0,1
1022256B,115849,2.0,0
1022339E,41013,2.0,0
10227E,356484,2.0,0
1023058C,492743,2.0,0
1023103B,40470,2.0,0
1023109D,123602,2.0,0
1023109D,217973,2.0,0
1023204E,28148,2.0,0
10233A,28943,2.0,0
1023430D,99094,2.0,1
1023448C,184564,2.0,0
102344B,69138,2.0,0
102364D,5125,2.0,0
1023764D,519,2.0,0
1023777C,368487,2.0,0
1023782C,96972,2.0,0
1023880B,45809,2.0,0
1024216B,49801,2.0,0
1024486D,117370,2.0,0
1024664D,26370,2.0,0
1024925C,199619,2.0,0
1024982C,127621,2.0,0
1024982C,23192,2.0,0
1025014E,11355,2.0,0
102502C,401359,2.0,1
1025039E,124817,2.0,1
102503D,302021,2.0,0
1025113D,234956,2.0,1
102523D,140088,2.0,0
102529E,69173,2.0,0
102529E,237789,2.0,0
102529E,332197,2.0,0
10253084B,34962,2.0,0
1025507B,40761,2.0,0
1025507B,91931,2.0,0
1025507B,20374,2.0,0
1025507B,18454,2.0,0
1025507B,59469,2.0,0
1025507B,95318,2.0,0
1025507B,120416,2.0,0
1025507B,114503,2.0,0
1025507B,12648,2.0,0
1025507B,68955,2.0,0
1025507B,57064,2.0,0
1025507B,29100,2.0,0
1025507B,57122,2.0,0
1025507B,9186,2.0,0
1025507B,116349,2.0,0
1025507B,40104,2.0,0
1025507B,20616,2.0,1
1025604A,3059,2.0,0
1025784B,155564,2.0,0
10258573A,20211,2.0,0
102586A,44278,2.0,0
102598E,74809,2.0,0
1026029C,27860,2.0,1
102615B,278278,2.0,0
102628D,239205,2.0,0
1026500D,26217,2.0,1
1026560D,215898,2.0,0
1026613E,31206,2.0,1
1026618D,90581,2.0,0
1026690D,422262,2.0,0
102681A,287041,2.0,0
1026878D,10744,2.0,0
1026878D,19047,2.0,1
1027195E,406704,2.0,0
1027269E,411314,2.0,1
1027272A,456,2.0,0
1027514B,196850,2.0,0
1027514B,62100,2.0,0
1027545A,273796,2.0,0
1027846D,132546,2.0,0
1027882D,104405,2.0,0
1027968B,209214,2.0,0
1028228C,129926,2.0,1
1028382B,304648,2.0,0
1028382B,277668,2.0,0
1028382B,50719,2.0,0
1028382B,67256,2.0,0
1028382B,150863,2.0,0
1028390A,20786,2.0,1
10283D,292396,2.0,0
1029004E,145038,2.0,0
1029004E,29833,2.0,0
1029004E,41992,2.0,0
1029004E,77397,2.0,0
102911E,22782,2.0,0
102911E,93850,2.0,0
102911E,115372,2.0,0
102911E,14756,2.0,0
102911E,160619,2.0,0
1029235B,89260,2.0,0
1029243A,45567,2.0,0
1029303E,412959,2.0,1
1029474C,303792,2.0,0
102949A,462563,2.0,0
102949A,17917,2.0,0
1029554A,13864,2.0,0
1029671B,67256,2.0,0
1029751C,235409,2.0,0
1029952D,33921,2.0,0
1029955E,453819,2.0,0
1030163A,42609,2.0,0
1030264B,59462,2.0,1
10302B,26640,2.0,0
103033A,117005,2.0,0
103033A,113573,2.0,0
1030421D,310423,2.0,0
1030615E,13181,2.0,0
1030715E,404863,2.0,0
1030883E,49953,2.0,0
1030986B,107786,2.0,0
1031226B,150807,2.0,0
1031262C,102833,2.0,1
1031272D,25452,2.0,0
1031403E,150342,2.0,0
1031425A,33102,2.0,0
1031425A,98278,2.0,0
1031457B,219279,2.0,0
103147C,45935,2.0,0
103160E,536327,2.0,0
1031670B,282038,2.0,0
1032105C,70097,2.0,1
10323151A,17309,2.0,0
1032629B,131872,2.0,0
1032629B,62010,2.0,0
103273C,192456,2.0,0
103278B,21521,2.0,0
1032863D,219754,2.0,0
1032868C,420979,2.0,1
1032885B,50806,2.0,0
1033016D,134055,2.0,0
103310E,126623,2.0,0
1033123A,182519,2.0,0
1033123A,74135,2.0,0
1033123A,116,2.0,0
1033123A,25730,2.0,0
103319D,185778,2.0,0
1033343C,152417,2.0,0
1033500D,9160,2.0,0
1033763A,12115,2.0,0
1033763A,18693,2.0,1
1033768B,69202,2.0,0
1033768B,82175,2.0,0
1034097D,183629,2.0,0
1034097D,354111,2.0,0
1034097D,31799,2.0,0
1034097D,259880,2.0,0
1034327B,119449,2.0,0
1034381A,114514,2.0,0
1034459E,181385,2.0,0
1034501E,28199,2.0,0
1034501E,99516,2.0,0
1034501E,21458,2.0,0
1034501E,148231,2.0,0
1034501E,68052,2.0,0
1034501E,323449,2.0,1
1034510D,507176,2.0,0
1034579A,8596,2.0,0
1034896E,56845,2.0,0
1034896E,272193,2.0,0
1034972D,313521,2.0,0
1035041E,58036,2.0,0
1035475D,4075,2.0,1
1035730B,72963,2.0,0
1035745E,67589,2.0,0
1035889B,15258,2.0,0
1035889B,532075,2.0,0
1036008A,92028,2.0,0
1036008A,83441,2.0,0
1036083D,356366,2.0,0
1036189C,51104,2.0,0
1036293B,226021,2.0,0
1036293B,70208,2.0,0
1036293B,69173,2.0,0
1036293B,69071,2.0,0
1036293B,22017,2.0,0
1036293B,9979,2.0,0
1036293B,286965,2.0,0
1036293B,256030,2.0,0
1036293B,150046,2.0,0
1036293B,162379,2.0,0
1036293B,65469,2.0,0
1036293B,147927,2.0,0
1036293B,89503,2.0,0
1036293B,35805,2.0,0
1036293B,296935,2.0,0
1036293B,262579,2.0,0
103631E,15145,2.0,0
10365382B,62384,2.0,0
10365382B,24709,2.0,0
10365382B,167785,2.0,0
10365382B,141792,2.0,1
103653E,80667,2.0,0
1036708D,59336,2.0,0
1036808D,28768,2.0,0
1036808D,102694,2.0,1
1036808D,116882,2.0,1
1036976E,142998,2.0,0
1037019C,235154,2.0,0
1037019C,232584,2.0,0
1037019C,235307,2.0,0
1037138E,128564,2.0,0
1037241C,174106,2.0,0
1037371B,411314,2.0,0
1037494E,430918,2.0,1
103767C,47696,2.0,0
1037680C,47498,2.0,0
1037680C,150863,2.0,0
10377697B,9272,2.0,0
1037895D,54257,2.0,0
10380C,60052,2.0,0
103826E,312045,2.0,0
1038276C,169620,2.0,0
1038276C,80548,2.0,0
1038276C,26337,2.0,0
1038276C,184533,2.0,0
1038374D,26210,2.0,0
103854D,217324,2.0,0
1038685D,366531,2.0,0
1038729A,54530,2.0,0
1038778C,18471,2.0,0
1038778C,38531,2.0,0
1038864C,99718,2.0,0
1038864C,206055,2.0,0
1038864C,219826,2.0,0
1038864C,155444,2.0,0
1038864C,222273,2.0,0
1038864C,72699,2.0,0
1038864C,149856,2.0,0
1038864C,95740,2.0,0
1038864C,215321,2.0,0
1038864C,125453,2.0,0
1038864C,86970,2.0,0
1038864C,241700,2.0,0
1039154E,23510,2.0,1
1039498C,41252,2.0,0
1039730D,44405,2.0,0
1039807A,43397,2.0,0
104015A,478050,2.0,0
1040231C,122151,2.0,0
104025D,34205,2.0,0
104025D,32204,2.0,0
104025D,60824,2.0,0
104025D,15488,2.0,0
104025D,298801,2.0,0
104025D,192371,2.0,0
104025D,20155,2.0,0
104025D,59242,2.0,0
104025D,9382,2.0,0
104025D,76684,2.0,0
104025D,23746,2.0,1
10403D,59894,2.0,1
104055A,11345,2.0,0
1040594E,97243,2.0,0
1040594E,160856,2.0,0
1040631B,11233,2.0,0
1040631B,24747,2.0,1
1040631B,27000,2.0,1
1040665D,348870,2.0,0
1040881B,420633,2.0,0
1040983E,20736,2.0,0
1040983E,59907,2.0,0
1040983E,103085,2.0,0
1040983E,115532,2.0,0
1040983E,121548,2.0,0
1040983E,8143,2.0,0
104103D,204988,2.0,0
1041156A,204863,2.0,0
1041339B,377066,2.0,0
1041472C,8596,2.0,0
1041605D,17083,2.0,0
1041989E,91629,2.0,0
1042137A,15420,2.0,0
1042658B,446829,2.0,0
1042823C,57011,2.0,1
104283A,133513,2.0,0
1042850B,65332,2.0,0
1042850B,16448,2.0,0
1042850B,26940,2.0,0
1042850B,103447,2.0,1
1042948B,328537,2.0,0
104301C,20408,2.0,0
104309C,13620,2.0,0
104309C,116887,2.0,0
104309C,112721,2.0,0
1043405E,54602,2.0,0
1043405E,114710,2.0,0
1043427D,200419,2.0,0
1043491B,79116,2.0,0
1043703E,12269,2.0,0
1043836C,105727,2.0,0
1043836C,25754,2.0,1
1043895E,16813,2.0,1
1044030E,61439,2.0,0
1044175A,154118,2.0,0
10442994B,48401,2.0,0
1044443C,89204,2.0,0
1044443C,27520,2.0,0
1044443C,87782,2.0,0
1044443C,147237,2.0,0
1044443C,279954,2.0,0
1044443C,101540,2.0,0
1044526A,238824,2.0,0
1044552C,28199,2.0,0
1044701B,347943,2.0,0
1044701B,248005,2.0,0
1044765A,247675,2.0,0
104477A,16478,2.0,0
104488D,117047,2.0,0
1044908E,215722,2.0,0
1044908E,104652,2.0,0
1044908E,294170,2.0,0
1044908E,248711,2.0,0
1044908E,182177,2.0,1
1044963D,54752,2.0,0
1045148E,327676,2.0,0
1045548D,221829,2.0,0
1045548D,134437,2.0,0
104560D,18110,2.0,0
104560D,490598,2.0,0
104560D,321546,2.0,0
104560D,66241,2.0,0
104560D,7106,2.0,0
104560D,110506,2.0,0
104560D,121490,2.0,0
104560D,19379,2.0,0
104560D,206520,2.0,0
104560D,101631,2.0,0
104560D,137860,2.0,0
104560D,370892,2.0,0
104560D,411634,2.0,0
104560D,314941,2.0,0
104560D,255665,2.0,0
104560D,8432,2.0,1
104560D,284692,2.0,1
104560D,72963,2.0,1
104560D,359222,2.0,1
1045658C,95546,2.0,0
1045716C,67256,2.0,0
1045833D,27935,2.0,0
104588C,97606,2.0,0
1046021C,3520,2.0,0
1046200E,129345,2.0,0
1046200E,202187,2.0,0
1046200E,115849,2.0,0
1046200E,12458,2.0,0
104716C,224947,2.0,1
